d03,v05,d08,d9,d10,d11,d12,d13,d14,d16,D16_1,Q15_new,Q16_new,np
West Bank,City,Male,66,yes,BA\ BSc,Employee,Public sector,Married,2,Family income does not cover our expenses we face some difficulties in covering,I did not participate in the elections,I will not participate in the elections,Old
West Bank,City,Male,44,no,Preparatory,Worker,Private and NGos,Married,4,Family income does not cover our expenses we face some difficulties in covering,Fateh,I will not participate in the elections,Old
West Bank,City,Female,46,no,Preparatory,Housewife,Unemployed,Married,4,The family income covers the expenses of our needs without facing any difficulties,I did not participate in the elections,I will not participate in the elections,Old
West Bank,City,Female,46,no,Preparatory,Housewife,Unemployed,Married,3,The family income covers the expenses of our needs without facing any difficulties,Fateh,I will not participate in the elections,Old
West Bank,City,Male,60,yes,Secondary,unemployed,Unemployed,Married,6,Family income does not cover our expenses we face some difficulties in covering,Fateh,I will not participate in the elections,Old
West Bank,City,Female,28,no,Secondary,Housewife,Unemployed,Married,5,The family income covers our needs well and we can save,I did not participate in the elections,I will not participate in the elections,New
West Bank,City,Female,51,no,BA\ BSc,Housewife,Unemployed,Married,2,The family income covers the expenses of our needs without facing any difficulties,Fateh,I will not participate in the elections,Old
West Bank,village,Female,33,no,BA\ BSc,Housewife,Unemployed,Married,5,The family income covers the expenses of our needs without facing any difficulties,Fateh,I will not participate in the elections,Old
West Bank,village,Female,39,no,BA\ BSc,Housewife,Unemployed,Married,9,The family income covers the expenses of our needs without facing any difficulties,I did not participate in the elections,I will not participate in the elections,Old
West Bank,village,Female,50,no,Elementary,Housewife,Unemployed,Married,4,The family income covers the expenses of our needs without facing any difficulties,I did not participate in the elections,I will not participate in the elections,Old
West Bank,City,Female,75,yes,Illiterate,Housewife,Unemployed,Married,3,The family income covers the expenses of our needs without facing any difficulties,I did not participate in the elections,I will not participate in the elections,Old
West Bank,City,Male,32,no,Secondary,Employee,Private and NGos,Married,3,The family income covers our needs well and we can save,I did not participate in the elections,I will not participate in the elections,New
West Bank,City,Male,28,yes,Secondary,Worker,Private and NGos,Married,4,The family income covers the expenses of our needs without facing any difficulties,I did not participate in the elections,I will not participate in the elections,New
West Bank,City,Female,30,yes,Secondary,Housewife,Unemployed,Married,4,The family income covers our needs well and we can save,I did not participate in the elections,I will not participate in the elections,New
West Bank,City,Female,47,yes,Elementary,Housewife,Unemployed,Married,4,Family income does not cover the expenses of our needs and we face great difficulties in covering,I did not participate in the elections,I will not participate in the elections,Old
West Bank,City,Male,69,no,Elementary,unemployed,Unemployed,Other,2,Family income does not cover the expenses of our needs and we face great difficulties in covering,I did not participate in the elections,I will not participate in the elections,Old
West Bank,City,Female,43,no,Elementary,Housewife,Unemployed,Married,7,Family income does not cover our expenses we face some difficulties in covering,I did not participate in the elections,I will not participate in the elections,Old
West Bank,village,Female,37,no,Preparatory,Housewife,Unemployed,Single,8,Family income does not cover our expenses we face some difficulties in covering,I did not participate in the elections,I will not participate in the elections,Old
West Bank,village,Female,27,no,Associatte Diploma,Housewife,Unemployed,Married,4,The family income covers the expenses of our needs without facing any difficulties,I did not participate in the elections,I will not participate in the elections,New
West Bank,village,Female,20,yes,Secondary,Housewife,Unemployed,Single,5,The family income covers the expenses of our needs without facing any difficulties,I did not participate in the elections,I will not participate in the elections,New
West Bank,village,Female,47,no,Preparatory,Housewife,Unemployed,Married,3,The family income covers the expenses of our needs without facing any difficulties,None of the above / No opinion / I do not know / I do not remember,I will not participate in the elections,Old
West Bank,village,Male,79,no,Elementary,unemployed,Unemployed,Married,4,The family income covers the expenses of our needs without facing any difficulties,I did not participate in the elections,I will not participate in the elections,Old
West Bank,village,Male,49,yes,Secondary,Worker,Private and NGos,Married,6,The family income covers the expenses of our needs without facing any difficulties,I did not participate in the elections,I will not participate in the elections,Old
West Bank,village,Male,50,no,Secondary,trader,Private and NGos,Married,5,The family income covers the expenses of our needs without facing any difficulties,I did not participate in the elections,I will not participate in the elections,Old
West Bank,village,Female,37,no,Secondary,Housewife,Unemployed,Married,5,The family income covers the expenses of our needs without facing any difficulties,Fateh,I will not participate in the elections,Old
West Bank,village,Male,27,no,Preparatory,Worker,Private and NGos,Single,5,The family income covers the expenses of our needs without facing any difficulties,I did not participate in the elections,I will not participate in the elections,New
West Bank,village,Female,18,no,Secondary,Student,Unemployed,Single,8,Family income does not cover the expenses of our needs and we face great difficulties in covering,I did not participate in the elections,I will not participate in the elections,New
